# Power Monitoring Log
#---------------------------------------------------------------------------------------------------------
# Time(s)    | Label                | Type   | Power(W)   | Energy(J)       | Frequency(KHz)  | Voltage(V) 
#---------------------------------------------------------------------------------------------------------
  1.1382     | Run Loop             | INST   | 19.74      | 22.47           | 2365052.00      | 0.00      
  7.3168     | Run Loop             | INST   | 19.75      | 144.54          | 2500000.00      | 0.00      
  7.3835     | Run Loop             | INST   | 19.76      | 145.86          | 2499999.00      | 0.00      
  7.4502     | Run Loop             | INST   | 19.76      | 147.18          | 2500001.00      | 0.00      
  7.5179     | Run Loop             | INST   | 19.76      | 148.52          | 2499997.00      | 0.00      
  7.5849     | Run Loop             | INST   | 19.76      | 149.84          | 2499998.00      | 0.00      
  7.6516     | Run Loop             | INST   | 19.76      | 151.16          | 2500000.00      | 0.00      
  7.7353     | Run Loop             | INST   | 19.76      | 152.81          | 2499999.00      | 0.00      
  7.8631     | Run Loop             | INST   | 19.75      | 155.32          | 2499999.00      | 0.00      
  8.2764     | Run Loop             | INST   | 19.76      | 163.51          | 2499999.00      | 0.00      
  8.3431     | Run Loop             | INST   | 19.76      | 164.82          | 2500000.00      | 0.00      
  8.4096     | Run Loop             | INST   | 19.76      | 166.14          | 2500000.00      | 0.00      
  8.4766     | Run Loop             | INST   | 19.76      | 167.47          | 2500000.00      | 0.00      
  8.5430     | Run Loop             | INST   | 19.76      | 168.78          | 2499994.00      | 0.00      
  8.6092     | Run Loop             | INST   | 19.76      | 170.09          | 2500020.00      | 0.00      
  8.6761     | Run Loop             | INST   | 19.76      | 171.40          | 2499999.00      | 0.00      
  8.7427     | Run Loop             | INST   | 19.76      | 172.72          | 2500000.00      | 0.00      
  8.8093     | Run Loop             | INST   | 19.76      | 174.03          | 2500000.00      | 0.00      
  8.8762     | Run Loop             | INST   | 19.76      | 175.36          | 2500000.00      | 0.00      
  8.9921     | Run Loop             | INST   | 19.76      | 177.65          | 2499998.00      | 0.00      
  9.0587     | Run Loop             | INST   | 19.76      | 178.96          | 2500000.00      | 0.00      
  9.1253     | Run Loop             | INST   | 19.76      | 180.28          | 2499999.00      | 0.00      
  9.1920     | Run Loop             | INST   | 19.76      | 181.60          | 2499999.00      | 0.00      
  9.2590     | Run Loop             | INST   | 19.76      | 182.91          | 2499997.00      | 0.00      
  9.3255     | Run Loop             | INST   | 19.76      | 184.24          | 2500000.00      | 0.00      
  9.3920     | Run Loop             | INST   | 19.76      | 185.55          | 2499998.00      | 0.00      
  9.4588     | Run Loop             | INST   | 19.76      | 186.87          | 2499999.00      | 0.00      
  9.5255     | Run Loop             | INST   | 19.76      | 188.19          | 2499998.00      | 0.00      
  9.5925     | Run Loop             | INST   | 19.76      | 189.51          | 2499999.00      | 0.00      
