# Power Monitoring Log
#---------------------------------------------------------------------------------------------------------
# Time(s)    | Label                | Type   | Power(W)   | Energy(J)       | Frequency(KHz)  | Voltage(V) 
#---------------------------------------------------------------------------------------------------------
  1.0402     | Run Loop             | INST   | 19.73      | 20.52           | 1453166.00      | 0.00      
  4.0799     | Run Loop             | INST   | 19.75      | 80.56           | 1500001.00      | 0.00      
  4.1780     | Run Loop             | INST   | 19.75      | 82.50           | 1499999.00      | 0.00      
  4.2758     | Run Loop             | INST   | 19.75      | 84.44           | 1499999.00      | 0.00      
  4.3738     | Run Loop             | INST   | 19.75      | 86.37           | 1499999.00      | 0.00      
  4.4712     | Run Loop             | INST   | 19.75      | 88.31           | 1499998.00      | 0.00      
  4.5685     | Run Loop             | INST   | 19.75      | 90.23           | 1499999.00      | 0.00      
  4.6662     | Run Loop             | INST   | 19.75      | 92.15           | 1499999.00      | 0.00      
  4.8456     | Run Loop             | INST   | 19.75      | 95.69           | 1499998.00      | 0.00      
  4.9435     | Run Loop             | INST   | 19.75      | 97.63           | 1499998.00      | 0.00      
  5.0416     | Run Loop             | INST   | 19.75      | 99.57           | 1500001.00      | 0.00      
  5.1398     | Run Loop             | INST   | 19.75      | 101.51          | 1499999.00      | 0.00      
  5.2377     | Run Loop             | INST   | 19.75      | 103.44          | 1500001.00      | 0.00      
  5.3359     | Run Loop             | INST   | 19.75      | 105.38          | 1500003.00      | 0.00      
  5.4336     | Run Loop             | INST   | 19.75      | 107.32          | 1499999.00      | 0.00      
  5.5319     | Run Loop             | INST   | 19.75      | 109.25          | 1500001.00      | 0.00      
  5.6296     | Run Loop             | INST   | 19.75      | 111.20          | 1500000.00      | 0.00      
  5.7523     | Run Loop             | INST   | 19.75      | 113.61          | 1500001.00      | 0.00      
  6.3367     | Run Loop             | INST   | 19.75      | 125.16          | 1499999.00      | 0.00      
  6.4330     | Run Loop             | INST   | 19.75      | 127.06          | 1499999.00      | 0.00      
  6.5301     | Run Loop             | INST   | 19.75      | 128.98          | 1500000.00      | 0.00      
  6.6264     | Run Loop             | INST   | 19.75      | 130.88          | 1499995.00      | 0.00      
  6.7238     | Run Loop             | INST   | 19.75      | 132.81          | 1499998.00      | 0.00      
  6.8200     | Run Loop             | INST   | 19.75      | 134.71          | 1499999.00      | 0.00      
  6.9166     | Run Loop             | INST   | 19.75      | 136.62          | 1499999.00      | 0.00      
  7.0129     | Run Loop             | INST   | 19.75      | 138.52          | 1500000.00      | 0.00      
  7.1159     | Run Loop             | INST   | 19.75      | 140.56          | 1499999.00      | 0.00      
  7.2122     | Run Loop             | INST   | 19.75      | 142.46          | 1499998.00      | 0.00      
  7.3888     | Run Loop             | INST   | 19.75      | 145.95          | 1500000.00      | 0.00      
  7.4851     | Run Loop             | INST   | 19.75      | 147.85          | 1500000.00      | 0.00      
  7.5814     | Run Loop             | INST   | 19.75      | 149.75          | 1500001.00      | 0.00      
  7.6769     | Run Loop             | INST   | 19.75      | 151.65          | 1500000.00      | 0.00      
  7.7728     | Run Loop             | INST   | 19.75      | 153.55          | 1500000.00      | 0.00      
  7.8686     | Run Loop             | INST   | 19.75      | 155.44          | 1499999.00      | 0.00      
  7.9657     | Run Loop             | INST   | 19.75      | 157.35          | 1500000.00      | 0.00      
  8.0619     | Run Loop             | INST   | 19.75      | 159.25          | 1500000.00      | 0.00      
  8.1581     | Run Loop             | INST   | 19.75      | 161.15          | 1499999.00      | 0.00      
  8.2543     | Run Loop             | INST   | 19.75      | 163.05          | 1500000.00      | 0.00      
  8.8340     | Run Loop             | INST   | 19.75      | 174.51          | 1500001.00      | 0.00      
  8.9302     | Run Loop             | INST   | 19.75      | 176.40          | 1500004.00      | 0.00      
  9.0260     | Run Loop             | INST   | 19.75      | 178.30          | 1500000.00      | 0.00      
  9.1221     | Run Loop             | INST   | 19.75      | 180.20          | 1500001.00      | 0.00      
  9.2180     | Run Loop             | INST   | 19.75      | 182.09          | 1500001.00      | 0.00      
  9.3190     | Run Loop             | INST   | 19.75      | 184.09          | 1499996.00      | 0.00      
  9.4270     | Run Loop             | INST   | 19.75      | 186.22          | 1499999.00      | 0.00      
  9.5226     | Run Loop             | INST   | 19.76      | 188.13          | 1500000.00      | 0.00      
  9.6178     | Run Loop             | INST   | 19.76      | 190.00          | 1499999.00      | 0.00      
  9.7139     | Run Loop             | INST   | 19.75      | 191.89          | 1500001.00      | 0.00      
  9.8897     | Run Loop             | INST   | 19.75      | 195.37          | 1499997.00      | 0.00      
  9.9851     | Run Loop             | INST   | 19.76      | 197.26          | 1500000.00      | 0.00      
  10.0813    | Run Loop             | INST   | 19.75      | 199.15          | 1500000.00      | 0.00      
  10.1772    | Run Loop             | INST   | 19.75      | 201.05          | 1500000.00      | 0.00      
  10.2730    | Run Loop             | INST   | 19.75      | 202.94          | 1499999.00      | 0.00      
  10.3686    | Run Loop             | INST   | 19.76      | 204.83          | 1499996.00      | 0.00      
  10.4644    | Run Loop             | INST   | 19.75      | 206.72          | 1500000.00      | 0.00      
  10.5598    | Run Loop             | INST   | 19.76      | 208.62          | 1499999.00      | 0.00      
  10.6555    | Run Loop             | INST   | 19.75      | 210.50          | 1499999.00      | 0.00      
  10.7513    | Run Loop             | INST   | 19.76      | 212.40          | 1499999.00      | 0.00      
  11.3296    | Run Loop             | INST   | 19.76      | 223.82          | 1499999.00      | 0.00      
  11.4244    | Run Loop             | INST   | 19.76      | 225.71          | 1500001.00      | 0.00      
  11.5201    | Run Loop             | INST   | 19.76      | 227.59          | 1499999.00      | 0.00      
  11.6159    | Run Loop             | INST   | 19.76      | 229.48          | 1499999.00      | 0.00      
  11.7117    | Run Loop             | INST   | 19.76      | 231.37          | 1500000.00      | 0.00      
  11.8070    | Run Loop             | INST   | 19.76      | 233.26          | 1499999.00      | 0.00      
  11.9029    | Run Loop             | INST   | 19.76      | 235.15          | 1499999.00      | 0.00      
  12.0006    | Run Loop             | INST   | 19.76      | 237.08          | 1499999.00      | 0.00      
  12.0965    | Run Loop             | INST   | 19.76      | 238.97          | 1500001.00      | 0.00      
  12.1918    | Run Loop             | INST   | 19.76      | 240.86          | 1499998.00      | 0.00      
  12.3670    | Run Loop             | INST   | 19.76      | 244.32          | 1499999.00      | 0.00      
  12.4630    | Run Loop             | INST   | 19.76      | 246.21          | 1499999.00      | 0.00      
  12.5609    | Run Loop             | INST   | 19.76      | 248.15          | 1499999.00      | 0.00      
  12.6567    | Run Loop             | INST   | 19.76      | 250.04          | 1500002.00      | 0.00      
  12.7526    | Run Loop             | INST   | 19.76      | 251.94          | 1500001.00      | 0.00      
  12.8482    | Run Loop             | INST   | 19.76      | 253.83          | 1500001.00      | 0.00      
  12.9441    | Run Loop             | INST   | 19.76      | 255.72          | 1500006.00      | 0.00      
  13.0397    | Run Loop             | INST   | 19.76      | 257.61          | 1499999.00      | 0.00      
  13.1356    | Run Loop             | INST   | 19.76      | 259.50          | 1500001.00      | 0.00      
  13.2309    | Run Loop             | INST   | 19.76      | 261.40          | 1500006.00      | 0.00      
