# Power Monitoring Log
#---------------------------------------------------------------------------------------------------------
# Time(s)    | Label                | Type   | Power(W)   | Energy(J)       | Frequency(KHz)  | Voltage(V) 
#---------------------------------------------------------------------------------------------------------
  1.0217     | Run Loop             | INST   | 19.74      | 20.17           | 2913468.00      | 0.00      
  3.7339     | Run Loop             | INST   | 19.75      | 73.75           | 3000001.00      | 0.00      
  3.7935     | Run Loop             | INST   | 19.75      | 74.93           | 3000001.00      | 0.00      
  3.8530     | Run Loop             | INST   | 19.75      | 76.11           | 2999996.00      | 0.00      
  4.1665     | Run Loop             | INST   | 19.75      | 82.30           | 3000001.00      | 0.00      
  4.2256     | Run Loop             | INST   | 19.75      | 83.47           | 2999997.00      | 0.00      
  4.2845     | Run Loop             | INST   | 19.75      | 84.63           | 2999999.00      | 0.00      
  4.3438     | Run Loop             | INST   | 19.75      | 85.80           | 3000002.00      | 0.00      
  4.4027     | Run Loop             | INST   | 19.75      | 86.97           | 2999999.00      | 0.00      
  4.4616     | Run Loop             | INST   | 19.75      | 88.13           | 2999999.00      | 0.00      
  4.5205     | Run Loop             | INST   | 19.75      | 89.29           | 3000006.00      | 0.00      
  4.5796     | Run Loop             | INST   | 19.75      | 90.46           | 3000000.00      | 0.00      
  4.6384     | Run Loop             | INST   | 19.75      | 91.62           | 3000001.00      | 0.00      
  4.6974     | Run Loop             | INST   | 19.75      | 92.79           | 3000000.00      | 0.00      
  4.7980     | Run Loop             | INST   | 19.75      | 94.78           | 2999999.00      | 0.00      
  4.8568     | Run Loop             | INST   | 19.75      | 95.94           | 3000003.00      | 0.00      
  4.9158     | Run Loop             | INST   | 19.75      | 97.10           | 2999999.00      | 0.00      
  4.9747     | Run Loop             | INST   | 19.75      | 98.27           | 2999999.00      | 0.00      
  5.0336     | Run Loop             | INST   | 19.75      | 99.43           | 2999998.00      | 0.00      
  5.0925     | Run Loop             | INST   | 19.75      | 100.60          | 3000000.00      | 0.00      
  5.1518     | Run Loop             | INST   | 19.75      | 101.77          | 2999999.00      | 0.00      
  5.2106     | Run Loop             | INST   | 19.75      | 102.93          | 2999999.00      | 0.00      
  5.2694     | Run Loop             | INST   | 19.76      | 104.10          | 3000000.00      | 0.00      
  5.3283     | Run Loop             | INST   | 19.75      | 105.26          | 3000001.00      | 0.00      
  5.6389     | Run Loop             | INST   | 19.75      | 111.35          | 2999999.00      | 0.00      
  5.7007     | Run Loop             | INST   | 19.75      | 112.56          | 3000001.00      | 0.00      
  5.7620     | Run Loop             | INST   | 19.75      | 113.77          | 2999999.00      | 0.00      
  5.8208     | Run Loop             | INST   | 19.75      | 114.99          | 3000006.00      | 0.00      
  5.8796     | Run Loop             | INST   | 19.75      | 116.15          | 3000005.00      | 0.00      
  5.9380     | Run Loop             | INST   | 19.76      | 117.31          | 3000000.00      | 0.00      
  5.9966     | Run Loop             | INST   | 19.75      | 118.46          | 3000000.00      | 0.00      
  6.0553     | Run Loop             | INST   | 19.75      | 119.62          | 2999999.00      | 0.00      
  6.1145     | Run Loop             | INST   | 19.75      | 120.79          | 2999999.00      | 0.00      
  6.1735     | Run Loop             | INST   | 19.76      | 121.96          | 3000000.00      | 0.00      
  6.2739     | Run Loop             | INST   | 19.76      | 123.94          | 3000003.00      | 0.00      
  6.3324     | Run Loop             | INST   | 19.76      | 125.10          | 3000000.00      | 0.00      
  6.3939     | Run Loop             | INST   | 19.76      | 126.31          | 3000005.00      | 0.00      
  6.4570     | Run Loop             | INST   | 19.76      | 127.56          | 3000000.00      | 0.00      
  6.5206     | Run Loop             | INST   | 19.76      | 128.82          | 3000000.00      | 0.00      
  6.5862     | Run Loop             | INST   | 19.76      | 130.11          | 3000000.00      | 0.00      
  6.6480     | Run Loop             | INST   | 19.76      | 131.33          | 3000001.00      | 0.00      
  6.7067     | Run Loop             | INST   | 19.76      | 132.49          | 2999997.00      | 0.00      
  6.7654     | Run Loop             | INST   | 19.76      | 133.65          | 3000009.00      | 0.00      
  6.8241     | Run Loop             | INST   | 19.76      | 134.81          | 3000000.00      | 0.00      
  7.1353     | Run Loop             | INST   | 19.76      | 140.96          | 3000000.00      | 0.00      
  7.1943     | Run Loop             | INST   | 19.76      | 142.13          | 3000000.00      | 0.00      
  7.2551     | Run Loop             | INST   | 19.75      | 143.29          | 3000002.00      | 0.00      
  7.3171     | Run Loop             | INST   | 19.75      | 144.50          | 2999999.00      | 0.00      
  7.3785     | Run Loop             | INST   | 19.75      | 145.72          | 2999999.00      | 0.00      
  7.4399     | Run Loop             | INST   | 19.75      | 146.93          | 2999999.00      | 0.00      
  7.5012     | Run Loop             | INST   | 19.75      | 148.14          | 2999998.00      | 0.00      
  7.5630     | Run Loop             | INST   | 19.75      | 149.35          | 2999998.00      | 0.00      
  7.6242     | Run Loop             | INST   | 19.75      | 150.57          | 2999999.00      | 0.00      
  7.6855     | Run Loop             | INST   | 19.75      | 151.78          | 2999992.00      | 0.00      
  7.7879     | Run Loop             | INST   | 19.75      | 153.81          | 2999999.00      | 0.00      
  7.8492     | Run Loop             | INST   | 19.75      | 155.02          | 2999997.00      | 0.00      
  7.9078     | Run Loop             | INST   | 19.76      | 156.23          | 3000001.00      | 0.00      
  7.9663     | Run Loop             | INST   | 19.76      | 157.38          | 2999999.00      | 0.00      
  8.0247     | Run Loop             | INST   | 19.76      | 158.54          | 2999999.00      | 0.00      
  8.0835     | Run Loop             | INST   | 19.76      | 159.70          | 2999999.00      | 0.00      
  8.1420     | Run Loop             | INST   | 19.76      | 160.85          | 2999999.00      | 0.00      
  8.2005     | Run Loop             | INST   | 19.76      | 162.01          | 3000001.00      | 0.00      
  8.2592     | Run Loop             | INST   | 19.76      | 163.17          | 2999999.00      | 0.00      
  8.3176     | Run Loop             | INST   | 19.76      | 164.33          | 3000000.00      | 0.00      
